video_id,title,publishedAt,channelId,channelTitle,category,trending_date,tags,duration,view_count,likes,dislikes,comment_count,subscriber_count,engagement_rate,thumbnail_link,description,region_restriction
"wS8i3j1Zl9I","Every Karwachauth Ever | Ft. Tena Jaiin | The Paayal Jain","2024-10-20T09:33:04Z","UC0QKe0NgW-b0oZvnB5vqiJw","The Paayal Jain","Comedy","24.24.10","""the paayal jain new video|the payal jain new video|Tena Jaiin|the paayal jain|every|tena jaiin|ever|karwachauth ki katha|karwachauth ki pooja vidhi|karwa chauth 2024|karva chauth|karwa chauth payal jain|paayal jain|karwachauth|karwa chauth funny videos|karwa chauth special|karwa chauth katha|husband wife karwachauth|girls on karwa chauth|karwa chauth fast|husband wife in karwa chauth|fast|every karwachauth ever|karvachauth|karwa chauth|kahaani|payal jain""","PT20M14S","1904041","58374","0","3482","3570000","0.03248669540204229","https://i.ytimg.com/vi/wS8i3j1Zl9I/default.jpg","Hey Guys
Happy Karwa Chauth to all of you , we hope the videos fils you with so much joy that you don't miss food today .. Happy Fasting 

To Buy Himalaya Dark Spot Clearing Turmeric Face Serum : https://amzn.to/4e7Q4Od

This video shows every Karvachauth scenario like mom doing long distance karva chauth fast cause husband on the work trip , ladies gathering for kahani , karvachauth katha , dressing beautifully in indian traditional dresses , saree , lehanga , and gossip click pictures , bhabhi nanad going on shopping for karwachauth buying bangle set , getting mehendi and buying henna , girl secretly keeping karwachauth fast , saas bahu drama , sargi and bana preparation , buying bana methi mathi , feni , bahu secretly buying tissue saree ,  ladies going to parlour , salon and their karva chauth packages , aunties having in beauty parlour , talking about husbands and the gifts they are getting for karwachauth fast and festival season , romantic husband keeping vrat for wife long life , maa beti bonding when daughter dresses mom , sudden fights of family on the festival day , 
This video is filled with such memories and situations we all have been in. 
Relish and Relive your Childhood Memories.. You will have major nostalgia
Do share it with your friends and family especially mom , sisters , brothers , cousins .. Comment down your Fav Part, 

Happy Karwachauth 2024

Like, Share and 
Subscribe to our Channel - http://bit.ly/thepaayaljain | Press Bell Icon

Follow Us On Instagram 
Paayal Jain : https://www.instagram.com/thepaayalja...

Tena Jaiin : https://www.instagram.com/tenajaiin/?...

Cast : Tena Jaiin , Paayal Jain , Yash Kaushik
Script , Direction , Screenplay By : Paayal Jain , Tena Jaiin
Dop : Farid Ahmad
Editor : Shashank Pandey
Thumbnail by : Raj Sharma

#Ad #karwachauth #karvachauth #karwachauthspecial  #indianmom #mom #moms #mothers #mummy #themummy #momcomedy #mummycomedy #indianaunty  #middleclass #middleclassfamily #indian #mom #moms #mother #mummy #bhaibehen #bhai #behen #behan #sister #siblings #bhabhi #nanad #saas #bahu #diwali #kahani #chand  #sargi #katha  #vrat #falahari #fasting","None"
"UZayMBtF3qs","₹200000 Unique Diwali Stash PART-3🔥| लो आ गये नए नए पटाखे | Diwali Stash Testing","2024-10-23T08:44:05Z","UCebC4x5l2-PQxg46Ucv9CsA","Crazy XYZ","Science & Technology","24.24.10","""rupees 2 lakh diwali stash|diwali stash part 3|part 3|diwali stash|2024 diwali stash|best diwali stash|unique crackers|unique diwali crackers|diwali anar|diwali sutli|diwali rocket|diwali chkri|best diwali patakha|diwali stash testing|diwali stash part 2|best diwali unique stash|diwali celebration|crazy xyz diwali experiment|best experiments in hindi|crazy xyz|the indian unboxer|tiu""","PT19M32S","1464147","127354","0","10488","31500000","0.09414491850886557","https://i.ytimg.com/vi/UZayMBtF3qs/default.jpg","Hello guys, is video me humne Diwali Stash ka Part-3 dikhaya hai.

Our Unboxing Channel- https://www.youtube.com/channel/UCIcKN-VXhkZNpf5DRdHp9JA
Our Shorts Channel- https://www.youtube.com/channel/UC7bZ8U3-WqDzHiyz6Hc6TmA
Follow Me on Instagram- https://www.instagram.com/amit.yt/
Follow Us On Facebook- https://www.facebook.com/CrazyXYZfb/","None"
"Ckf1X6-3qVI","Sonu ने Start किया Chocolate का Business | Taarak Mehta Ka Ooltah Chashmah | Chocolate Story","2024-10-21T07:30:04Z","UCOQNJjhXwvAScuELTT_i7cQ","Sony LIV","Entertainment","24.24.10","""tmkoc new|taarak new ep|tmkoc old episode|sony liv taarak mehta|jethalal champaklal gada|sony liv videos|daya comedy|comedy videos in hindi|hindi tv shows|hindi comedy videos|taarak mehta|tmkoc comedy videos|तारक मेहता का उल्टा चस्मा|jetha comedy|sony liv tmkoc|तारक मेहता|taarak mehta ka ooltah chashmah|Jethalal|tmkoc comedy scenes|tmkoc funny|taarak funny videos|tmkoc full episode|jethalal comedy scenes|tmkoc episodes|tmkoc comedy|ep 2059-2061""","PT57M59S","1668964","18173","0","279","20900000","0.01105596046409629","https://i.ytimg.com/vi/Ckf1X6-3qVI/default.jpg","Click here to subscribe to the Sony LIV Channel: 
https://www.youtube.com/user/sonyliv

Bhide informs everyone that the order has been cancelled, everyone tries to help him sell all the boxes of chocolates but fail to sell even a single box, just then Sonu comes home and informs everyone that someone has offered to buy all the boxes and he is coming to the society in the evening. Who is this secret angel?

Show Name - Taarak Mehta Ka Ooltah Chashmah
Star Cast - Dilip Joshi, Disha Vakani, Amit Bhatt
Produced By - Asit Kumar Modi, Neela Asit Modi

#taarakmehtakaooltahchashmah #तारकमेहताकाउल्टाचश्मा #sonyliv #comedy #comedy2024 #jethalal #jethalalcomedy 

About The Show:
----------------------------
Taarak Mehta Ka Ooltah Chashmah is a comedy show inspired by the famous humorous column 'Duniya Ne Undha Chashmah' written by the eminent Gujarati writer Mr. Tarak Mehta. This show revolves around the Gada Family which consists of uneducated businessmen Jethalal Champaklal Gada, Jethalal’s Wife Daya & their naughty Son Tipendra Gada living in 'Gokuldham Co-operative Society' and covers topical issues which are socially relevant. In case of a problem and emergency, Jethalal Gada often rushes to Taarak Mehta to seek his help and guidance as he finds a philosopher in him. The residents of the housing society, help each other find solutions when they face common, real-life challenges and get involved in sticky situations.

#tmkoc #taarakmehtakaooltahchashmah 

Click here to watch episodes from TMKOC: https://www.youtube.com/playlist?list=PLn5vww_8o5KtB8mEbckPmk4F9mKzG1qUm

Sonu ने Start किया Chocolate का Business | Taarak Mehta Ka Ooltah Chashmah | Chocolate Story","['IN']"
"FjbYm_fnLMU","Happy Birthday to our Bhairava | Prabhas | Kalki 2898 AD","2024-10-23T03:04:19Z","UC70pKToywlxOGdgIvz8gYqA","Vyjayanthi Network","Film & Animation","24.24.10","""kalki 2898 ad|Prabhas|Prabhas
happy birthday Prabhas|Prabhas birthday videos|Prabhas birthday|Prabhas birthday celebrations|darling Prabhas""","PT18S","118535","10230","0","323","1740000","0.08902855696629687","https://i.ytimg.com/vi/FjbYm_fnLMU/default.jpg","Wishing our Bhairava, everyone’s darling #Prabhas, a very happy birthday ❤️

#HBDPrabhas #HappyBirthdayPrabhas #Kalki2898AD","None"
"srJgV-3yGA0","Husband & Wife play Minecraft!","2024-10-20T12:31:15Z","UCx6F-rETGiz7xf_vkMmX2yQ","Mythpat","Gaming","24.24.10","""mythpat minecraft|mythpat urmila gaming videos|mythpat urmila marriage|minecraft funny hindi videos|mythpat minecraft gameplay|minecraft hindi episodes""","PT23M1S","1575300","73082","0","5489","15500000","0.0498768488541865","https://i.ytimg.com/vi/srJgV-3yGA0/default.jpg","Today I will be playing Minecraft finally again with @urmilaaa  Yes Husband vs Wife Minecraft :) We are going to have super fun in this Minecraft Series and we will build house in Minecraft.

Minecraft is a Game available on PC and Android! I love playing Minecraft Pocket Edition on my Android Phone.
Android has lot of fun games like Minecraft,  Roblox and lot of Games are free! I love Game mode because it makes my Gaming smooth. Happy to be part of Team Android :) Next time I will defeat Gamerfleet and Techno Gamerz in Minecraft Pocket Edition

Today we explore in Minecraft World and start building our house! Can Urmila Fight Creepers, Zombies in Minecraft? Hope you enjoy this Funny Minecraft Story Gameplay Series with Mythpat and Urmila in Hindi.

follow my insta - https://www.instagram.com/mythpat

#minecraft #mythpat","None"
"AiftoYcOz-g","१ किलो बेसनाचे लाडू | न चिकटणारे, गोल गरगरीत बेसन लाडू पीठ करण्यापासून सविस्तर कृती BesanLadu Recipe","2024-10-22T08:15:00Z","UC5x4u6kU52hgTtLlBaHTSKg","Sarita's Kitchen","People & Blogs","24.24.10","""१ किलो बेसन लाडू|बेसनाचे लाडू रेसिपी|दिवाळी स्पेशल बेसन लाडू|दाणेदार बेसन लाडू|बेसन लाडू रेसिपी मराठी|बेसन लाडू सरिता किचन|ऑर्डर साठी बेसन लाडू|बेसन लाडू करताना या १० चुका टाळा|बिना पाकाचे रवा लाडू|१KG बेसन लाडू|सरिता किचन मराठी|1 Kilo besan Ladu Recipe|besanache Ladu Recipe|Diwali Special Besan Ladu|Danedar besan Ladu|How to make Perfect besan Ladu|Besan Ladu Recipe Saritas Kitchen|Bina Pakache Rava ladu|Besan Ladu 10 tips|Saritas Kitchen Marathi|Ladoo""","PT14M50S","205664","6694","0","708","1800000","0.035990742181422126","https://i.ytimg.com/vi/AiftoYcOz-g/default.jpg","सरिताज किचनची सर्व उत्पादने शुद्ध, पारंपरिक आणि केमिकल विरहित आहेत.
ऑर्डर करण्यासाठी | To Order -
 • Website - https://saritaskitchenofficial.com/
 • Amazon - https://www.amazon.in/s?me=A6FSX0SQK7GV6&marketplaceID=A21TJRUUN4KGV

१ किलो बेसनाचे लाडू | न चिकटणारे, गोल गरगरीत बेसन लाडू पीठ करण्यापासून सविस्तर कृती BesanLadu Recipe

मऊसूत बेसनाचे लाडू रेसिपी | १ किलो बेसनाचे लाडू रेसिपी | बेसन लाडू रेसिपी मराठी | सरिता किचन बेसन लाडू रेसिपी |  ऑर्डर साठी बेसनाचे लाडू | न रेलणारे बेसन लाडू | परफेक्ट बेसन लाडू रेसिपी | Mausut Besanache Ladu Recipe | 1 kilo besanache ladu recipe | Besan Ladu Recipe in Marathi | Besan Ladu Recipe Saritas kitchen | Perfect Besan ladu recipe | 1 kilo besan laddu recipe | 

साहित्य | Ingredients
लाडू पीठ करण्यासाठी | For Making Laddu Flour
 • हरभरा डाळ १ किलो | Chana Dal 1 kg
बेसन लाडूसाठी लागणारे |For Making Besan laddu
वजनी प्रमाण | Gram Measurements
 • बेसन अर्धा किलो | Besan 500 Gram
 • साजूक तूप १५० - २०० ग्राम | Ghee 150 - 200 gram
 • पिठी साखर ४०० ग्राम | Powdered Sugar 400 Gram
 • वेलची पूड १ टीस्पून | Cardamom pw 1 tsp
 • पाणी / दूध ३-४ टेबलस्पून | Water / Milk 3-4 tbsp
 • पिस्ते, बेसन आवडीप्रमाणे | Pistachios, Raisins as per choice
वाटीचे प्रमाण | Cup Measurements
 • बेसन ४ कप | Besan 4 Cups
 • पातळ केलेले साजूक तूप पाऊण कप + २ टेबलस्पून | Liquid Ghee ¾ Cup + 2 tbsp
 • पिठी साखर २ कप |Powdered Sugar 2 cups
 • वेलची पूड १ टीस्पून | Cardamom pw 1 tsp
 • पाणी / दूध ३-४ टेबलस्पून | Water / Milk 3-4 tbsp
 • पिस्ते, बेसन आवडीप्रमाणे | Pistachios, Raisins as per your choice

How to make perfect Besan Ladu Recipe | Halwai Style 1 kilo besan ladu recipe 

How to make Besan Laddu Flour -
 • Dry roast chana dal on very flame until they get light marks on it
 • Once done, allow the dal to comes at room temp & then take it to the flour mill for grinding
 • Make little coarse texture flour, which is perfect for laddus

How to make Besan laddu -
 • heat up some ghee into a kadhai, add besan & roast on low flame for 2-3 mins
 • then add some more besan & roast for 2 more mins, again add remaining besan & roast the besan on low flame until besan changes the color to light golden brown & get aromatic
 • While roasting the besan make sure to keep the flame low, roast continuously & break all the lumps from the besan
 • After 25 mins of roasting, if you find the besan is still dry then add some extra ghee
 • Once besan is roasted completely, sprinkle some water or milk & mix well for 2 mins & turn off the flame
 • Take the roasted besan to a parat or large plate & allow it to cool down
 • Once the roasted besan comes at room temp, add powder sugar & cardamom pw to it 
 • mix everything well, break sugar lumps if any & roll the laddus
 • Our delicious besan laddu is ready

Other Recipes -
Other recipes 
१ किलो मैद्याची खुसखुशीत शंकरपाळी | कमी तेलकट शंकरपाळी साठी या ७ टिप्स पाळा 1kg Shankarpali Recipe https://youtu.be/ujlu_HysiH0?si=XOVKPbRz1K0kA44J

१ किलो चकली भाजणी व खुसखुशीत चकली | चकली तेलकट होऊ नये म्हणून वेगळी पद्धत 1Kg Chakli Bhajani Recipe

https://youtu.be/U71zOwly6VI?si=nu72eB67iPxuk7ee
½ किलो रव्याची खुसखुशीत करंजी |मऊ पडू नये, तेलकट होऊ नये म्हणून या 5 टिप्स | 1 Kilo Karanji Recipe https://youtu.be/SDPQV21yroU?si=0ArwTTNo-O99jCGW

दिवाळी तयारी करताना 10 या चुका टाळा | दिवाळी तयारीच्या 10 टिप्स / 10 Useful Diwali Kitchen Tips https://youtu.be/Bu3eNcJZsb8?si=8ZF6R_LRkAn63DcB

1/2 kg बेसनाचे लाडू दाणेदार, न बसणारे होण्यासाठी या 10 चुका टाळा | असे ओळखा तुपाचे प्रमाण Besan Ladu https://youtu.be/1mRbqVu52ns?si=QZ4LJDuWE1of0j4p

बिनासोडा कुरकुरीत शेव | शेव तळताना या 5 चुका टाळा,100% शेव तेलकट होणार नाही वापरा 7 टिप्स ShevRecipe https://youtu.be/6HibiassJuY?si=I0iXYhnkyO67wQfa

हलके जाळीदार अनारसे | तांदूळ कोणता घ्यावा? बिघडल्यास काय करावे? ७० अनारसे Anarase Recipe of 1kg Rice
https://youtu.be/qcplhSZ_trc?si=uDPbcFWNyDhQI-a-

दिवाळीसाठी 1 कप बेसनाचे ½Kg मोतीचूर लाडू| मार्केटसारखा मोतीचूर बनवण्याची परफेक्ट रेसिपी MotichurLadu https://youtu.be/RnexeXfdfsA?si=iAOnHTwBHCnZkcZl


#Diwalispecialsweetrecipes #diwalispecialbesanladdu #diwalispecialbesanacheladurecipe #besanacheladurecipe #saritaskitchenmarathi #1kgbesanladurecipe #बेसनाचेलाडूरेसिपी #दिवाळीफराळबेसनलाडू #रवालाडूरेसिपी #लाडूरेसिपी 
 
1) Introduction 00:00
2) रेसिपीबद्दल माहिती 00:35
3) लाडूसाठी पीठ कसे तयार करावे 01:35
4) साहित्याचे वजनी प्रमाण 02:30
5) साहित्याचे वाटीचे प्रमाण 03:10
6) स्टेप 1 बेसन कसे भाजावे? 03:39
**बेसन भाजताना एकावेळी सगळे तूप का घालू नये? 05:26
**मिश्रण किती पातळ असावे जेणेकरून लाडू नीट आकार धरतील 06:21
**बेसन भाजण्यासाठी एकूण किती वेळ आणि किती तूप लागले 06:53
**लाडू दाणेदार होण्यासाठी काय कराल? 07:46
7) स्टेप 2 मिश्रण गार करणे 08:48
8) स्टेप 3 पिठी साखर मिसळणे 09:10
9) बेसन लाडू बिघडल्यास काय करावे? 09:59
10)  स्टेप 4 लाडू वळणे 11:12
11) किती लाडू तयार होतात? वजनी आणि नग 12:33
12 ) लाडू गोल गरगरीत होण्यासाठी काय कराल 13:00
13) ऑर्डर घेताना किंमत कशी ठरवाल? 13:34
14) शुभ दीपावली 14:29


#saritaskitchen #सरिताकिचन

For collaboration enquiries – saritaskitchen18@gmail.com","None"
"lpLGfjls1ps","Bigg Boss 18 PROMO | Ranking TASK | Gharwalo Ke Beech Chhidi Number Ki JUNG","2024-10-23T08:01:36Z","UCXCUniUaZwY_ZpzV7TGxzNg","HUNGAMA","Entertainment","24.24.10","""HUNGAMA|bigg boss 18 promo|bigg boss 18 new promo|bigg boss 18 live|bigg boss 18 update|bigg boss 18 full episode|bigg boss 18 fight|bigg boss 17 weekend ka vaar|bigg boss 18 today promo|bigg boss 18 Salman Khan|bigg boss 17 eviction|bigg boss 18 nomination|bigg boss 18 eviction|bigg boss 18 voting|big boss 18 highlight|hungama studio|bigg boss 18 tomorrow promo|बिग्ग बॉस 18|bigg boss 18 full episode today|Bigg Boss 18 wild card|Bigg Boss 18 episode promo""","PT1M6S","716194","7792","0","1473","1120000","0.012936439009542108","https://i.ytimg.com/vi/lpLGfjls1ps/default.jpg","Bigg Boss 18 PROMO | Ranking TASK | Gharwalo Ke Beech Chhidi Number Ki JUNG

Hungama Studio: Your Trusted Source of Exclusive Bollywood News, Bigg Boss Update, Bigg Boss Promo, Bollywood Update, Hindi TV Show & TV Serial News & Promo, Celebrities Interviews, Breaking News, Sports, Gossips, Preview, Coverage, Entertainment & Exclusive Segments With Your Favorite Celebrities! Subscribe to Stay Updated.

Subscribe HUNGAMA : https://www.youtube.com/@HungamaStudio

Conect With Us On Social Media:

https://instagram.com/HungamaStudio
https://www.facebook.com/HungamaStudios
https://twitter.com/HungamaStudios
https://www.linkedin.com/company/hungamastudio

Official Website For More Update: 
https://www.hungamastudio.com

Thanks For Watching 🙏

#BiggBoss18 #SalmanKhan #BiggBoss #BB18 #HungamaStudio #ChaahatPandey #ShehzadaDhami #AvinashMishra #ShilpaShirodkar #TajinderBagga #ShrutikaArjun #NyrraaBanerji #ChumDarang #KaranveerMehra #RajatDalal #MuskanBamne #ArfeenKhan #SaraKhan #SaraArfeenKhan #EishaSingh #GunratanSadavarte #HemaSharma #VivianDsena #AliceKaushik","None"
"B8pC0dWW2lo","#Video | Chocolatey Sadiya | चॉकलेटी सड़िया | Khesari Lal Yadav | Priyanka Singh | Rajaram | Sapna C","2024-10-21T01:30:07Z","UC0J8BQahplvTY6LjlnLf_NQ","Saregama Hum Bhojpuri","Music","24.24.10","""Chocolatey Sadiya|चॉकलेटी सड़िया|Khesari Lal Yadav|Priyanka Singh|Rajaram|Sapna Chauhan|chocolatey saadiya|chocolatee sadiya|chocolaty sadiya|khesari lal new song|khesari lal yadav|khesari lal new song 2024|chocolatey sadiya khesari lal yadav|khesari lal yadav new song|khesari lal ka gana bhojpuri|khesari lal yadav ka new song|chumma vicky vidya ka woh wala video|new bhojpuri song|naya bhojpuri gaana|top songs bhojpuri|sadiya song|khesari sadiya song""","PT3M44S","2888555","163959","0","23295","15600000","0.0648261847186569","https://i.ytimg.com/vi/B8pC0dWW2lo/default.jpg","तैयार हो जाईं  "" चॉकलेटी सड़िया"" के मस्तीभरा बीट्स पर झूमे खातिर ट्रेंडिंग स्टार खेसारी लाल यादव और सपना चौहान के साथ चॉकलेटी अंदाज़ में

Subscribe to our channel for more
 Bhojpuri Songs:
https://youtube.com/c/SaregamaHumBhojpuri

Credits:-

Title - Chocolatey Sadiya
Hindi - चॉकलेटी सड़िया
Film : Rajaram राजाराम
Singer - Khesari Lal Yadav & Priyanka Singh
Music Director- Krishna Bedardi
Composer:- Kundan Preet
Lyrics - Kundan Preet
Feat - Khesari Lal Yadav & Sapna Chauhan
Director: Parag Patil
Producer: Parag Patil, R.R. Prince
Choreographer: - Prasun Yadav

Film Credits:
Production: - Technician Film Factory 
Producers: - Parag Patil & R.R. Prince 
Director: - Parag Patil

Lyrics:-

मुखड़ा 
फीमेल : का देखत बड़ा ये राजा जी बोला 
बाड़ा छीपावाले का भेद दिल के खोला
फीमेल :  का देखत बड़ा ये राजा जी बोला 
बाड़ा छीपावाले का भेद दिल के खोला

मेल : एक त दूधिया गोराई, दूजा तिल करिया मे 
चॉकलेटवे जइसन लागेलु चॉकलेटी सड़िया मे 

कोरस :चॉकलेटवे जइसन लागेलु चॉकलेटी सड़िया मे 

अंतरा 
मेल : बिंदिया तोहार लागे आसमान के 
कोरस :- जाने ऐ गोरी 
मेल :- बसें हमार तोहरे नाथूनिया मे 
कोरस :- पारने ऐ गोरी 
फीमेल : एतना बखान करके जान लेबा का ऐ राजा 
निहिया के सजल कुल दुकान लेबा का ऐ राजा 
मेल : मन करें एकदम रखले रही अकवारिया मे 
चॉकलेटवे जइसन लागेलु चॉकलेटी सड़िया मे 
कोरस :- चॉकलेटवे जइसन लागेलु चॉकलेटी सड़िया मे 

अंतरा २
मेल :- हीरा जइसन देह दूज कमशीन 
कोरस :- उमरिया ऐ गोरी 
मेल :-डाहे दूजे बज्जर तोर पतली 
कोरस :- कमरिया ऐ गोरी 
फीमेल :-एतना घूमवा जनी बतावा दिल के बतिया हो 
पोरे पोरे जानिले तोहार हम अदतिया हो 
मेल :- तोहार नियन ना फूल खिलाल कौनो फूलवारिया मे


#chocolateysadiya
#chocolatey 
#khesarilalyadav 
#khesarilalnewsong 
#khesari 
#bhojpurimusic 
#saregamahumbhojpuri 
#priyankasingh 
#sapnachauhan

Learn to sing in Sur with AI Powered Personal Music Teacher- Padhanisa by Saregama. Download Padhanisa App now; https://sarega.ma/padhanisa

Follow us on:
Facebook: https://bit.ly/3FxwPgo 
Instagram: https://bit.ly/32rkJqM
X: @saregamaglobal 

Label:: Saregama India Limited, A RPSG Group Company","None"
"mcBOJYUgsEQ","Moondru Mudichu - Promo | 23 Oct 2024 | Tamil Serial | Sun TV","2024-10-22T16:34:02Z","UCBnxEdpoZwstJqC1yZpOjRA","Sun TV","Entertainment","24.24.10","""Moondru Mudichu|Moondru Mudichu serial|Moondru Mudichu serial promo|Moondru Mudichu today|Moondru Mudichu promo today|serial|sun tv serial|Moondru Mudichu serial sun|Moondru Mudichu sun tv serial|Moondru Mudichu tamil serial today|Moondru Mudichu todays episode|Moondru Mudichu episode|Moondru Mudichu sun tv serial today|tamil serial""","PT30S","1125482","13064","0","142","28700000","0.011733639454029474","https://i.ytimg.com/vi/mcBOJYUgsEQ/default.jpg","Watch the Latest Promo of popular Tamil Serial #MoondruMudichu that airs on Sun TV.

Watch all Sun TV serials immediately after the TV telecast on Sun NXT app. *Free for Indian Users only

Download here:
Android - http://bit.ly/SunNxtAdroid
iOS: India - http://bit.ly/sunNXT
Watch on the web - https://www.sunnxt.com/

Nandini is a self-assured girl who puts her family’s happiness above hers. On the other hand Surya hates his mother due to lingering resentments and deliberately bonds with Nandini to cause strife. Watch what destiny has in store for Nandini & Surya.

#MoondruMudichuPromo #MoondruMudichuSerial #MoondruMudichu #SunTVSerial #SunTV

Don't forget to SUBSCRIBE to the Sun TV YouTube 👉 http://bit.ly/suntvsubscribe

---------------------------------------------------------
Watch more:
Movie Clips on SUN NXT - https://bit.ly/3gc1dPI
Shows from Sun Music - http://bit.ly/2YS5eBi
Comedy Shows from AdithyaTV - http://bit.ly/2K6VaiZ
News from Sun News - http://bit.ly/2Yyvgsi
---------------------------------------------------------
SUN NXT: Watch the latest movies in DOLBY DIGITAL PLUS, 4000+ Movies in HD, 30+ Live TV Channels, TV Shows, TV Serials & Digital Exclusives on SUN NXT anywhere anytime.
---------------------------------------------------------
Follow us on Social Media for Latest Updates:
Facebook: https://www.facebook.com/SunTV
Twitter: https://twitter.com/SunTV
Instagram: https://www.instagram.com/suntv
---------------------------------------------------------
#SuntvSerial #TamilSerialPromo #SunTVshows #NewTamilSerials #SunTV #SunTVserials #SunTVProgram #SunNXT #LatestTamilSerials #SuntvSerialPromo #SuntvSerialEpisodes #SunTVpromos #TamilSerialPromos #TamilTVserials #TamilSerialEpisodes
---------------------------------------------------------","None"
"3A8LG4D7ukY","Diwali-க்கு Dress எடுத்தாச்சு - எது எப்டி இருக்குன்னு நீங்களே Rating சொல்லுங்க🛍️😍| Kannan Bhagavathy","2024-10-21T11:00:03Z","UCeXCKGQEcCqF0ojV7SPQAhw","kannan bhagavathy","Entertainment","24.24.10","""kannan bhagavathy channel|kannan bhagavathy vlogs|kannan bhagavathy youtube channel|kannan bhagavathy channel tamil|kannan bhagavathy akshaya|kannan bhagavathy youtube channel latest video|kannan bhagavathy vlog latest vlog|kannan bhagavathya channel tamil|kannan bhagavathy shopping|kannan bhaghavathy|Kannan Bhagavathy|diwali shopping|shopping vlog|diwali shopping 2024|diwali saree|saree collection|diwali purchase|diwali shopping video|diwali special""","PT15M31S","257222","4583","0","508","1100000","0.019792241721159155","https://i.ytimg.com/vi/3A8LG4D7ukY/default.jpg","#kannanbhagavathy #vlogs #diwali #diwalispecial #diwalidresses #diwalipurchase 

_____________________________________________

Follow me on Instagram -

https://www.instagram.com/kannanbhagavathy1/
https://www.facebook.com/Kannanbhagavathyofficial

_____________________________________________

In Association with DIVO - Digital Partner
Website   - http://web.divo.in/
Instagram - https://www.instagram.com/divomovies/
Facebook  - http://www.facebook.com/divomovies
Twitter   - https://twitter.com/divomovies

_____________________________________________","None"
"r_IXEDl01pU","Parvati ने करी Sanju की Bail | Parineetii | परिणीती","2024-10-22T08:40:00Z","UC55IWqFLDH1Xp7iu1_xknRA","Colors TV","Entertainment","24.24.10","""Parvati bailed Sanju|parineeti tv show|parineeti colors tv show|parineeti episodes on jio cinema|parineeti today full episode|parineeti new promo|parineeti latest episode|parineeti upcoming twist|parineeti tv serial cast|परिणीति|colors tv love show|परिणीति aaj ka episode|anchal sahu|tanvi dogra|ankur verma|eisha singh|colors tv shows|latest on colors tv|new on colors tv|colors tv new shows|colors tv serials|parineeti full episodes""","PT10M57S","983198","15942","0","63","76700000","0.016278511551081266","https://i.ytimg.com/vi/r_IXEDl01pU/default.jpg","📲 Download JioCinema: https://bit.ly/3Be09Z3

To subscribe to this channel go to: http://www.youtube.com/subscription_center?add_user=colorstv

Follow us on: 
Facebook: https://www.facebook.com/ColorsTV
Instagram: https://www.instagram.com/colorstv/
Watch more videos: https://www.youtube.com/playlist?list=PLcC6hSpO26Ktk_Hv7Np117BMqJmwSMZkj


-------------------

🌈 Experience the Most Complex Shades of Love on Parineetii! 🌈

Get ready for an emotional rollercoaster as the Colors TV show 'Parineetii' weaves a captivating tale of love, friendship, and destiny! Witness the entangled lives of Parineet, Neeti, and Raj as they navigate the complexities of a sacred bond of marriage.

Imagine two best friends unknowingly marrying the same man! This unexpected twist gives birth to a complicated love triangle that will leave you hooked from the very first episode. Can love and friendship truly coexist under the same roof?

Join us on this enthralling journey as we explore the highs and lows of relationships, testing the boundaries of emotions and loyalty. Brace yourself for a series filled with heartwarming moments, heartaches, and unexpected surprises.

Don't miss the chance to delve into the deepest corners of human emotions, beautifully portrayed in 'Parineetii.' Subscribe now and hit the notification bell to ensure you're the first to witness the magic unfold on your screens.

🎬 Tune in everyday to catch all the drama, passion, and love that this exceptional TV show has to offer! 🎬

#Parineetii #ColorsTV #LoveTriangle #FriendshipGoals #DramaSeries #ComplicatedLove

The accuracy, completeness, currency and/or suitability of the above video description is not endorsed by its licensor or broadcaster or the Channel. They shall not be liable for loss and/or damage arising from the video description.

Parvati ने करी Sanju की Bail | Parineetii | परिणीती","None"
"ezqZ-EmPooA","MrBeast Parody ft. indian Creators, Carryminati, Harsh beniwal, BB ki vines, Ashish Chanchalani","2024-10-21T10:24:58Z","UChonNrxec5og9RLAcGC91Xg","Dekho Dekho","Entertainment","24.24.10","""MrBeast Parody ft. indian Creators|Carryminati|Harsh beniwal|BB ki vines|Ashish Chanchalani|ashish chanchlani|fukra insaan|shorts|MrBeast Parody|mrbeast parody reaction|mrbeast parody carryminati|philanthropy|mrbeast philanthropy|7 Days Exploring An Underground City""","PT1M18S","405359","10423","0","145","1550000","0.026070717561470204","https://i.ytimg.com/vi/ezqZ-EmPooA/default.jpg","MrBeast Parody ft. indian Creators, Carryminati, Harsh beniwal, BB ki vines, Ashish Chanchalani
mrbeast new video,
caaryminati mrbeast","None"
